,Title,Price,Currency,Rating,Number of reviews,Original Price,Main Genre
544,"We're Different, We're the Same (Sesame Street) (Pictureback)",4.64,$,4.9,11813.0,4.64,Children's book
545,"Dear Girl,: A Celebration of Wonderful, Smart, Beautiful You!",10.77,$,4.8,9400.0,19.99,Children's book
546,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",0.0,$,4.2,165250.0,25.0,Children's book
547,"The Tooth Book: For Children to Enjoy Learning about Teeth, Cavities, and Other Dental Health Facts (The Bewildering Body)",14.99,$,4.1,13.0,14.99,Children's book
548,"I Love You, My Little Unicorn: A Magical and Encouraging Picture Book for Kids!",9.03,$,4.9,228.0,10.99,Children's book
549,THE GREAT DANES Big Safari Adventure︱Children's Animal Book︱Humorous Family Children's Book About Adventure & Travel︱Celebration of Life & Friendship︱Ideal for Children Age 2 through 8,8.99,$,4.6,97.0,12.99,Children's book
550,Love Makes a Family,6.44,$,4.9,3241.0,11.99,Children's book
551,It's Okay To Be Different (Todd Parr Classics),7.04,$,4.8,2574.0,8.99,Children's book
552,"No, David!",16.2,$,4.8,4259.0,18.99,Children's book
553,What Pet Should I Get? (Beginner Books),5.98,$,4.8,6705.0,9.99,Children's book
554,How the Crayons Saved the Rainbow (1),10.8,$,4.8,1537.0,16.99,Children's book
555,The Donkey Who Carried a King,16.11,$,4.8,1634.0,19.0,Children's book
556,P is for Potty! (Sesame Street) (Lift-the-Flap),6.36,$,4.7,32143.0,7.99,Children's book
557,Raven: A Trickster Tale from the Pacific Northwest: A Caldecott Honor Award Winner,7.66,$,4.8,691.0,9.99,Children's book
558,Nate the Great,4.29,$,4.7,3116.0,6.99,Children's book
559,Stories for 1 Year Olds – A Collection of Stories from Our Best Baby Books to Emotionally Connect with Your Infant - Ages 0-2 (Treasuries),10.45,$,4.8,50.0,12.99,Children's book
560,Moo Moo Peekaboo - Chunky Lift the Flap Board Book,8.99,$,4.8,464.0,8.99,Children's book
561,Who Was Walt Disney?,5.09,$,4.7,4013.0,5.99,Children's book
562,What are you thinking?,11.99,$,4.7,19.0,11.99,Children's book
563,Rogerino Goes To Pecorino Park: A Dog's Adventure,8.99,$,5.0,3.0,8.99,Children's book
564,River and the Missing Yellow Wellie Mystery (The Yellow Wellie Adventure Series),16.99,$,4.2,4.0,16.99,Children's book
565,"MISSING: A fun, middle-grade adventure that helps kids overcome life changes and challenges through nature, healing, and mindfulness. (Living with Teddy)",8.99,$,4.8,15.0,8.99,Children's book
566,Everything Tesla: From How They Work to How Fast They Go and All the Fun In Between!,24.99,$,4.7,67.0,24.99,Children's book
567,Princess Naomi Helps a Unicorn: A Dance-It-Out Creative Movement Story for Young Movers (Dance-It-Out! Movement Stories to Spark Imagination and Foster Self-Expression),8.94,$,4.7,1916.0,9.99,Children's book
568,"The Boy Who Makes A Million Mistakes: A Story About Growth Mindset for Kids to Boost Confidence, Self-Esteem and Resilience (A Million Mistakes Series)",10.5,$,4.4,648.0,13.99,Children's book
569,"Happy St. Patrick's Day, Curious George Tabbed Board Book",6.39,$,4.7,1091.0,7.99,Children's book
570,Elmo's Lucky Day (Sesame Street) (Sesame Street Board Books),8.36,$,4.8,684.0,8.99,Children's book
571,Those Darn Squirrels!,6.99,$,4.8,2363.0,9.99,Children's book
572,Richard Scarry's What Do People Do All Day? (Richard Scarry's Busy World),15.25,$,4.8,2440.0,17.99,Children's book
573,Old MacDonald Had a Farm - Touch and Feel Storybook - Children's Board Book - Novelty Book,8.99,$,4.8,1053.0,9.99,Children's book
574,"You Are Special (Max Lucado's Wemmicks) (Max Lucado's Wemmicks, 1) (Volume 1)",9.98,$,4.9,6636.0,17.99,Children's book
575,Interrupting Chicken,6.81,$,4.8,2584.0,8.99,Children's book
576,St. Patrick's Day,8.99,$,4.7,343.0,8.99,Children's book
577,"Logic Workbook for Gritty Kids: Spatial reasoning, math puzzles, word games, logic problems, activities, two-player games. (The Gritty Little Lamb ... & STEM skills in kids ages 6, 7, 8, 9, 10.)",8.99,$,4.6,1750.0,10.99,Children's book
578,Fin M'Coul: The Giant of Knockmany Hill,7.99,$,4.8,318.0,7.99,Children's book
579,Don't Let the Pigeon Drive the Sleigh!,10.44,$,4.9,1463.0,18.99,Children's book
580,"Inside the Pencil Box: A Colorful Children's Book About the Powers of Teamwork & Friendship as a Story for Kindergarten, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, Elementary Kids Ages 5 6 7 8 9",9.99,$,4.5,89.0,9.99,Children's book
581,Can You Find My Shoe?: A Zoo Adventure for Ages 3-7,11.99,$,4.5,426.0,11.99,Children's book
582,Little Ruth: First Day of School,12.99,$,4.1,32.0,12.99,Children's book
583,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,10.86,$,4.7,19893.0,19.0,Children's book
584,Armadillo Rodeo,6.99,$,4.8,525.0,8.99,Children's book
585,"Indestructibles: ¡Hola, granja! / Hello, Farm!: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies, Newborn Books, Safe to Chew) (Spanish Edition)",3.99,$,4.6,1757.0,5.99,Children's book
586,"School Zone ABC Dot-to-Dots Workbook: 32 Pages, Preschool, Kindergarten, Learning Activities, Connect the Dots, Alphabet, ABC's, 123, Counting, Letter Puzzles, Ages 3-5 (Get Ready! Book Series)",3.49,$,4.8,3544.0,3.49,Children's book
587,Two Homes,7.43,$,4.7,2586.0,7.99,Children's book
588,The Queen Who Saved Her People,7.43,$,4.5,108.0,7.99,Children's book
589,The Sneetches and Other Stories,13.93,$,4.9,6406.0,16.99,Children's book
590,What Is the Bible?,15.77,$,4.3,14.0,17.99,Children's book
591,Little Green Boxed Set of Bright and Early Board Books: Fox in Socks; Mr. Brown Can Moo! Can You?; There's a Wocket in My Pocket!; Dr. Seuss's ABC (Bright & Early Board Books),11.9,$,4.8,7257.0,19.96,Children's book
592,Jabari Jumps,5.37,$,4.9,3729.0,7.99,Children's book
593,The Rainbow Bridge: A Visit to Pet Paradise,8.49,$,4.7,2499.0,9.95,Children's book
594,The Sign of the Beaver: A Newbery Honor Award Winner,6.99,$,4.7,4325.0,9.99,Children's book
595,"The Awesome Question Club ""Would You Rather"" Edition: A Story About Curious Kids Discovering the Magic of Imagination Through Creative Questions (for ages 6-11)",9.99,$,,,9.99,Children's book
596,CHIP and the Lost Red Backpack: A fun adventure in the depths of forest kindergarden await the young and courageous owl,7.99,$,,,7.99,Children's book
597,Dolittle Finds His Purpose: A Little Horse Learns the Value of Friendship and Determination,11.99,$,5.0,5.0,11.99,Children's book
598,Mixter Cassette plays his Clarinet,9.99,$,4.1,14.0,9.99,Children's book
599,VIRTUE ADVENTURES: Bedtime Stories for Children,0.0,$,1.0,1.0,0.0,Children's book
600,Poppy's Favorite Friend Fiasco (Poppy the Toucan Series),13.99,$,5.0,5.0,13.99,Children's book
601,My Father's Dragon,3.95,$,4.6,4672.0,4.75,Children's book
602,"Indestructibles: Hello, Farm!: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies, Newborn Books, Safe to Chew)",4.06,$,4.7,9306.0,5.99,Children's book
603,Our Skin: A First Conversation About Race (First Conversations),7.91,$,4.5,1982.0,9.99,Children's book
604,Don't Let the Pigeon Drive the Bus!,10.44,$,4.8,5480.0,16.99,Children's book
605,My Picture Missal,2.95,$,4.8,554.0,3.95,Children's book
606,"Moonwalk: The First Trip to the Moon (Step-Into-Reading, Step 5)",4.65,$,4.8,773.0,5.99,Children's book
607,Dragones y tacos (Spanish Edition),7.57,$,4.8,1715.0,8.99,Children's book
608,Bluey: The Pool,4.64,$,4.9,3000.0,4.64,Children's book
609,"Baby's First Bible Stories Padded Board Book - Gift for Easter, Christmas, Communions, Newborns, Birthdays, Beginner Bible (Little Sunbeams)",5.31,$,4.9,7718.0,9.99,Children's book
610,"RH/Disney, The Never Girls Collection #1: Books 1-4",12.99,$,4.8,15074.0,23.96,Children's book
611,Moon's Ramadan,10.46,$,4.8,123.0,18.99,Children's book
612,I Am Enough,10.49,$,4.9,13770.0,19.99,Children's book
613,Beefy Goes From Bully To Buddy: Children’s book about bullying (Courage Tales),0.0,$,4.5,38.0,0.0,Children's book
614,My First Baby Books: Three Interactive Books for the Little Ones (4),32.99,$,,,32.99,Children's book
615,What Should Danny Do? School Day (The Power to Choose Series),12.99,$,4.8,11059.0,21.99,Children's book
616,"The St. Patrick's Day Alphabet: A Fun Celebration of the Irish Holiday and a Leprechaun Hunt for Kids Ages 3 through 6 (Holiday ABCs, 1)",11.69,$,,,12.99,Children's book
617,The Easter Storybook: 40 Bible Stories Showing Who Jesus Is,11.63,$,4.8,713.0,18.99,Children's book
618,Oh Say Can You Say Di-no-saur? All About Dinosaurs (The Cat in the Hat's Learning Library),5.98,$,4.8,19496.0,9.99,Children's book
619,"I Survived the Eruption of Mount St. Helens, 1980 (I Survived #14) (14)",5.57,$,4.8,3452.0,5.57,Children's book
620,God Gave Us Easter (God Gave Us Series),9.73,$,4.8,5750.0,11.99,Children's book
621,Dragons Love Farts: They're More Fun Than Tacos!,12.99,$,4.7,2044.0,14.43,Children's book
622,James and the Giant Peach,5.19,$,4.7,8686.0,8.99,Children's book
623,Where Hands Go: The Power of No,10.99,$,4.8,170.0,11.99,Children's book
624,The Very Hungry Caterpillar's Forest Hide & Seek: A Finger Trail Lift-the-Flap Book (The World of Eric Carle),7.18,$,4.8,494.0,12.99,Children's book
625,Cats Don't Like That!: A Hilarious Children's Book For Kids Ages 3-7 (Cats Don't Like!),0.0,$,4.3,1744.0,0.0,Children's book
626,Commotion in the Ocean,9.29,$,4.8,1990.0,9.99,Children's book
627,The New Baby,5.99,$,4.8,11232.0,5.99,Children's book
628,The Charitable Try: Pass the Ball of Generosity with Leslie the Lacrosse Player (The Young Money All-Stars Series),13.99,$,4.9,13.0,13.99,Children's book
629,My Friend John,24.74,$,5.0,6.0,25.95,Children's book
630,Coloring the Rainbow: A Story about the Power of Connection,19.63,$,4.9,14.0,24.95,Children's book
631,The Enchanted Post: Letters To Santa Claus,24.99,$,5.0,6.0,24.99,Children's book
632,Around the World: Keo Fights for Freedom — Hong Kong,1.99,$,,,1.99,Children's book
633,Ode to a Pug,14.89,$,4.6,11.0,14.89,Children's book
634,Rosie's Wild Ride: Chasing Big Rodeo Dreams,13.97,$,4.9,120.0,18.99,Children's book
635,Little Critter: Just a Little Music,4.79,$,4.9,887.0,5.99,Children's book
636,Notes From Jesus: What Your New Best Friend Wants You to Know,3.97,$,4.8,2363.0,8.99,Children's book
637,Lola at the Library (Lola Reads),7.19,$,4.9,2653.0,7.99,Children's book
638,The Book of Cultures: 30 stories to discover the world (diverse book for children),14.49,$,4.5,31.0,35.0,Children's book
639,Hop on Pop: The Simplest Seuss for Youngest Use,5.98,$,4.9,10691.0,9.99,Children's book
640,"Martin Luther King, Jr. (National Geographic Kids Readers, Level 3)",3.99,$,4.8,752.0,5.99,Children's book
641,Tyrannosaurus Rex (StoryBots) (Step into Reading),3.28,$,4.8,6790.0,4.99,Children's book
642,"Arnie, the Doughnut (The Adventures of Arnie the Doughnut, 1)",6.59,$,4.9,1880.0,9.99,Children's book
643,Happy Pi Day to You! All About Measuring Circles (The Cat in the Hat's Learning Library),9.99,$,4.8,439.0,9.99,Children's book
644,"Kindergarten, Here I Come!",5.97,$,4.8,20898.0,6.99,Children's book
645,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",13.21,$,4.9,5411.0,19.99,Children's book
646,Puddles Gets a New Home,0.0,$,5.0,24.0,0.0,Children's book
647,"""The Paci Fairy®"" Toddler Edition (""The Paci Fairy Series"" Book 2)",0.0,$,4.7,19.0,0.0,Children's book
648,Dot and the Dog-Walking Disaster: Giggle Girls Series Book 3,9.49,$,,,9.49,Children's book
649,"365 Bible Stories and Prayers Padded Treasury - Gift for Easter, Christmas, Communions, Baptism, Birthdays (Little Sunbeams)",11.99,$,4.9,9191.0,16.99,Children's book
650,Broken Crayons Still Color,9.49,$,4.8,236.0,18.99,Children's book
651,Welcome Little One: The Perfect Baby Shower and Newborn Gift! (Welcome Little One Baby Gift Collection),4.23,$,4.8,5978.0,7.99,Children's book
652,"Polar Bear, Polar Bear, What Do You Hear? (Brown Bear and Friends)",6.29,$,4.8,10409.0,8.99,Children's book
653,"Goodnight Moon/Buenas noches, Luna: Bilingual English-Spanish",7.3,$,4.9,1847.0,9.99,Children's book
654,Let's Go to the Potty!: A Potty Training Book for Toddlers,4.69,$,4.7,4924.0,7.99,Children's book
655,Robert the Rose Horse,9.29,$,4.9,744.0,9.99,Children's book
656,My Mouth Is A Volcano: A Picture Book About Interrupting,8.4,$,4.8,5950.0,10.95,Children's book
657,Telaraña de Carlota: A Newbery Honor Award Winner (Spanish Edition),7.99,$,4.8,910.0,9.99,Children's book
658,The ABCs of Black History (The ABCs of History),9.89,$,4.9,2792.0,17.99,Children's book
659,Can I Be Your Dog?,8.36,$,4.8,1820.0,8.99,Children's book
660,Who Is Jesus? (Little Blessings),3.99,$,4.8,945.0,3.99,Children's book
661,Sundays with Grandma,20.99,$,,,20.99,Children's book
662,Savia and Spendio and the Piggy Banks,10.5,$,4.9,33.0,10.5,Children's book
663,Around the World: Carlos Climbs the Ladder — Peru,9.0,$,,,9.0,Children's book
664,Marlo Mouse's Big Moon Adventure,0.0,$,5.0,1.0,0.0,Children's book
665,Charlie’s ABC Adventure: A Fun-Filled Journey Through the Alphabet,10.99,$,,,10.99,Children's book
666,The Adventures of Benji and Buddy: The Coloring & Activity Book (Surgeryland Books: The Coloring & Activity Book Collection),9.99,$,5.0,7.0,9.99,Children's book
667,The Colorless Sara Short,11.16,$,4.6,59.0,11.99,Children's book
668,There's a Bear on My Chair (Ross Collins' Mouse and Bear Stories),7.54,$,4.8,4729.0,8.99,Children's book
669,My First Book of Baby Signs: 40 Essential Signs to Learn and Practice,4.39,$,4.8,9772.0,7.99,Children's book
670,The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),6.99,$,4.7,28167.0,10.99,Children's book
671,Daniel Goes to the Dentist (Daniel Tiger's Neighborhood),4.64,$,4.8,1300.0,4.64,Children's book
672,Pete the Cat and the Lost Tooth (My First I Can Read),3.99,$,4.8,3062.0,5.99,Children's book
673,The Dot,7.9,$,4.8,5759.0,15.0,Children's book
674,To The Moon and Back With You: A Tale of Endless Love,13.99,$,4.7,76.0,13.99,Children's book
675,Bowwow Powwow (ALA Notable Children's Books. Younger Readers (Awards)),12.12,$,4.8,315.0,17.95,Children's book
676,A Is for Awesome!: 23 Iconic Women Who Changed the World,7.59,$,4.8,9618.0,9.99,Children's book
677,"Caterpillar to Butterfly (National Geographic Kids Explore! Readers, Level 1) (National Geographic Kids Readers)",5.57,$,4.8,4107.0,5.57,Children's book
678,Commonsense Childrearing: Unconventional Wisdom for a Nourished Childhood,15.95,$,5.0,13.0,15.95,Children's book
679,Little Hippo Books Listen and Learn ABC Book | Preschool Educational Sound Books for Kids | Brilliant Baby Educational Books & Kids Books | Alphabet ABCs Book with Sounds,16.99,$,4.9,11.0,16.99,Children's book
680,Princess Naomi Helps a Unicorn: A Dance-It-Out Creative Movement Story for Young Movers (Dance-It-Out! Movement Stories to Spark Imagination and Foster Self-Expression),8.94,$,4.7,1916.0,9.99,Children's book
681,The Boy Who Cried Wolf (Timeless Fables),4.99,$,4.6,899.0,4.99,Children's book
682,Richard Scarry's Busy Busy Boxed Set: Busy Busy Airport; Busy Busy Cars and Trucks; Busy Busy Construction Site; Busy Busy Farm (Richard Scarry's BUSY BUSY Board Books),18.26,$,4.9,404.0,31.96,Children's book
683,"Ocean Scene: Coloring Book for Adults and Kids, Bold and Easy Designs for Relaxation with Sea Life (Bold & Easy Coloring)",7.99,$,4.8,473.0,7.99,Children's book
684,How to Catch a Gingerbread Man,6.5,$,4.8,2785.0,10.99,Children's book
685,"Journey (Aaron Becker's Wordless Trilogy, 1)",10.77,$,4.8,2114.0,18.99,Children's book
686,This Moose Belongs to Me,11.12,$,4.7,1199.0,19.99,Children's book
687,The Berenstain Bears Play T-Ball (I Can Read Level 1),4.5,$,4.8,313.0,5.99,Children's book
688,Pete the Cat: Out of This World: Includes Over 30 Stickers!,5.05,$,4.8,5446.0,6.99,Children's book
689,What If Everybody Did That?,5.85,$,4.6,7710.0,12.99,Children's book
690,Beautiful Oops!,14.8,$,4.9,4358.0,16.99,Children's book
691,How Are You? / ¿Cómo estás? (Spanish bilingual),7.64,$,4.7,333.0,9.99,Children's book
692,The Story of Barack Obama: An Inspiring Biography for Young Readers (The Story of Biographies),6.5,$,4.9,1276.0,6.5,Children's book
693,Toofer & The Giblet Season of Light,18.99,$,1.0,1.0,18.99,Children's book
694,The sun rises still,0.0,$,,,0.0,Children's book
695,Quirli and the Wonders of Spring: 20 Magical Tales of Blooming Adventures and Little Miracles (Quirlis Adventure),28.43,$,,,28.43,Children's book
696,Paces and Cringer - Cat Detectives,7.5,$,5.0,3.0,7.5,Children's book
697,"Strong Minds, Big Dreams: How Boys Can Build Confidence, Overcome Challenges, and Succeed in Life (Inspiring and Motivational Book for Boys)",17.77,$,,,17.77,Children's book
698,Thistle's Magical Whistle,7.95,$,4.5,31.0,7.95,Children's book
699,My First Book of Colours,1.99,$,4.4,650.0,1.99,Children's book
700,Whiskers Finds His Luck: A St. Patrick's Day story (A Cat Named Whiskers),10.99,$,4.6,44.0,10.99,Children's book
701,Ty's Travels: Lab Magic (My First I Can Read),4.79,$,4.9,336.0,5.99,Children's book
702,"World of Eric Carle, If You're Happy and You Know It - Squishy Button Sound Book - PI Kids (Play-A-Sound)",8.96,$,4.8,389.0,15.99,Children's book
703,Doodle Devotions for Kids,5.55,$,4.9,998.0,9.99,Children's book
704,How to Catch a Witch,5.9,$,4.6,2289.0,10.99,Children's book
705,Ten Sparkly Snowflakes: Twinkly Countdown Fun!,4.99,$,4.8,643.0,4.99,Children's book
706,Akiak: A Tale From the Iditarod,6.96,$,4.9,312.0,8.99,Children's book
707,"Owls (National Geographic Kids Readers, Level 1)",3.99,$,4.8,1351.0,5.99,Children's book
708,The Gospel (Big Theology for Little Hearts),5.71,$,4.8,1036.0,9.99,Children's book
709,Who Was Frederick Douglass?,3.89,$,4.8,792.0,5.99,Children's book
710,How to Catch a Groundhog,9.74,$,4.6,37.0,12.99,Children's book
711,THE GREAT DANES Big Dogs Living Large︱Children's Animal Book︱Humorous Family Children's Book About Dogs Growing Up︱Unconditional Love & Compromise︱Self Acceptance & Individuality︱Ideal for Children Age 2 through 8,12.99,$,4.7,190.0,19.99,Children's book
712,Virtue Adventures: Bedtime Stories for Children,8.99,$,1.0,1.0,8.99,Children's book
713,"Bedtime Stories for Kids Ages 4-8: Funny and Cute Monster Tales About Friendship, with Educational Life Lessons about Kindness, Compassion, Courage ... by boosting Self-Esteem and Self-Worth",9.99,$,,,9.99,Children's book
714,Fail-a-bration,14.5,$,4.8,66.0,18.99,Children's book
715,Jorge el curioso visita el acuario /Curious George at the Aquarium (bilingual edition) (Spanish and English Edition),5.57,$,4.8,1031.0,5.57,Children's book
716,I've Loved You Since Forever,10.44,$,4.8,21877.0,18.99,Children's book
717,"I Just Want to Do It My Way! My Story about Staying on Task and Asking for Help (Best Me I Can Be!, 5)",7.38,$,4.7,740.0,10.95,Children's book
718,"Hand, Hand, Fingers, Thumb (Bright & Early Board Books)",3.98,$,4.8,7862.0,5.99,Children's book
719,Wiggly the Worm: Fun Short Stories for Kids (Early Bird Reader Book 1),0.99,$,4.2,15809.0,4.99,Children's book
720,How Tractors Show Kindness: A Children’s Picture Book that Teaches Kids the Power of Compassion and Friendship Through a Heartfelt Story to Boost Social ... Behavior (Life Lessons With Tractors 1),0.0,$,4.8,66.0,0.0,Children's book
721,Island of the Blue Dolphins,7.79,$,4.6,12142.0,9.99,Children's book
722,God Gave Us Heaven,6.49,$,4.8,4356.0,11.99,Children's book
723,Twirl: God Loves You and Created You with Your Own Special Twirl,10.6,$,4.9,1217.0,17.99,Children's book
724,Different--A Great Thing to Be!,8.12,$,4.9,719.0,13.99,Children's book
725,The Bible Made Easy - for Kids,7.73,$,4.8,12691.0,12.99,Children's book
726,Cozy Critters on the Ark (Cozy Critters Storytime Series),14.99,$,4.7,98.0,14.99,Children's book
727,"More, More, More!",10.5,$,,,10.5,Children's book
728,Backyard Chickens: Who's Stealing the Corn,9.99,$,5.0,4.0,9.99,Children's book
729,Wonders of the Ocean Realm (Marvels of the Wild),19.99,$,5.0,5.0,19.99,Children's book
730,Sally Hemingway and the STEM Contest (The Number Investigators),8.99,$,4.8,4.0,8.99,Children's book
731,An Unusual Gift,11.94,$,,,11.94,Children's book
732,My First 100 Words,5.99,$,4.7,2290.0,5.99,Children's book
733,Grumpy Groundhog,9.39,$,4.6,698.0,16.99,Children's book
734,Dr. Seuss's Ultimate Beginning Reader Boxed Set Collection: Includes 16 Beginner Books and Bright & Early Books,109.25,$,4.9,477.0,159.84,Children's book
735,The Stinky Cheese Man and Other Fairly Stupid Tales,11.67,$,4.8,6347.0,19.99,Children's book
736,"Ocean Animals for Kids: A Junior Scientist's Guide to Whales, Sharks, and Other Marine Life",5.54,$,4.8,880.0,8.99,Children's book
737,"The Lion, the Witch, and the Wardrobe: The Chronicles of Narnia",0.0,$,4.7,20086.0,16.19,Children's book
738,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),3.98,$,4.8,14494.0,4.99,Children's book
739,The Little Purple Mardi Gras Bead,9.29,$,4.6,88.0,10.95,Children's book
740,Stuart Little,6.99,$,4.6,3958.0,9.99,Children's book
741,"Simple & Big Coloring Book for Toddler: 100 Easy And Fun Coloring Pages For Kids, Preschool and Kindergarten",5.95,$,4.8,6829.0,5.95,Children's book
742,Everything Spring (Picture the Seasons),5.79,$,4.7,292.0,5.79,Children's book
743,Brown Girl Dreaming,6.49,$,4.7,6844.0,10.99,Children's book
744,Cristiano Ronaldo the Legend - Children's Story Book: CR7’s Remarkable Journey – An Illustrated & Animated Biography to Inspire Young Dreamers | ... Legacy of a Football Legend with Fun Facts!,7.99,$,5.0,1.0,7.99,Children's book
745,Around the World: Bishoy Chooses Bravery — Egypt,1.99,$,5.0,1.0,1.99,Children's book
746,"100 Amazing Facts for Kids: A Collection of Interesting Facts about Science, Animals, and History for Fun Times (Ageless Explorers Series: Fun Facts for Kids, Teens, and Adults)",10.9,$,4.5,250.0,13.99,Children's book
747,"Get Up, Stand Up (Marley)",7.39,$,4.8,1409.0,7.99,Children's book
748,Love from The Very Hungry Caterpillar (The World of Eric Carle),6.78,$,4.8,5017.0,9.99,Children's book
749,"Full, Full, Full of Love",5.57,$,4.9,5763.0,5.57,Children's book
750,Who Was Leonardo da Vinci?,4.54,$,4.7,1752.0,6.99,Children's book
751,"Body Boundaries Make Me Stronger: Personal Safety Book for Kids about Body Safety, Personal Space, Private Parts and Consent that Teaches Social Skills and Body Awareness (World of Kids Emotions)",11.75,$,4.7,1418.0,12.99,Children's book
752,"Go, Go, Go (Read with Dick and Jane)",4.65,$,4.8,1743.0,5.99,Children's book
753,"School Zone - Connect the Dots Workbook - 32 Pages, Ages 3 to 5, Preschool, Kindergarten, Dot-to-Dots, Counting, Number Puzzles, Numbers 1-10, Coloring, and More (School Zone Get Ready!™ Book Series)",3.49,$,4.7,5360.0,3.49,Children's book
754,Never Touch a Grumpy Bunny!,7.36,$,4.8,1436.0,10.99,Children's book
755,"Brush, Brush, Brush! (Rookie Toddler)",6.29,$,4.6,1903.0,6.95,Children's book
756,Old Yeller (HarperClassics),6.99,$,4.8,3348.0,9.99,Children's book
757,I'm a Leprechaun (Little Golden Book),5.57,$,4.8,473.0,5.57,Children's book
758,St. Patrick's Day in the Morning,6.99,$,4.8,130.0,9.99,Children's book
759,Good Different,16.46,$,4.8,213.0,18.99,Children's book
760,Mira and the Accidental Masterpiece: Giggle Girls Series 2,8.9,$,,,8.9,Children's book
761,Bonny's Debut (Porkington's World),8.99,$,,,8.99,Children's book
762,The Colorless Sara Short,0.0,$,4.6,59.0,0.0,Children's book
763,The Chicken and The Squirrel: Snow Squirrel,0.0,$,,,0.0,Children's book
764,I am a Buddy of L.O.: A Novel,17.99,$,,,17.99,Children's book
765,The Three Pigs,11.29,$,4.4,530.0,19.99,Children's book
766,"Go, Dog Go (I Can Read It All By Myself, Beginner Books)",5.69,$,4.8,10035.0,9.99,Children's book
767,Moana Little Golden Book (Disney Moana),4.64,$,4.8,9234.0,4.64,Children's book
768,The Berenstain Bears' Valentine Blessings: A Valentine's Day Book For Kids (Berenstain Bears/Living Lights: A Faith Story),5.99,$,4.8,1235.0,5.99,Children's book
769,P. J. Funnybunny Camps Out (Step into Reading),5.99,$,4.8,680.0,5.99,Children's book
770,"1-2-3 Magic: Gentle 3-Step Child & Toddler Discipline for Calm, Effective, and Happy Parenting (Positive Parenting Guide for Raising Happy Kids)",9.99,$,4.6,5789.0,16.99,Children's book
771,The Little Engine That Could (Original Classic Edition),6.39,$,4.8,4176.0,10.99,Children's book
772,The Story of Ruby Bridges,6.69,$,4.8,2485.0,7.99,Children's book
773,The Little Red Hen (Folk Tale Classics) (Paul Galdone Nursery Classic),8.43,$,4.8,1756.0,12.99,Children's book
774,"I Survived the Sinking of the Titanic, 1912",4.64,$,4.7,5773.0,4.64,Children's book
775,I Spy Animals,5.57,$,4.6,4683.0,5.57,Children's book
776,"Wilderness Survival Guide for Kids: Equip, Explore, and Excel in the Great Outdoors",0.0,$,4.7,60.0,0.0,Children's book
777,"Prop and Friends: Prop and Oz, the Osprey",7.0,$,5.0,12.0,7.0,Children's book
778,Little Ruth: First Day of School,0.0,$,4.1,32.0,0.0,Children's book
779,"I Love the Lord and the Lord Loves Me (What it means to have a relationship with Jesus): A rhyming Christian children's picture book describing the ... friends, Sunday school and homeschool.",9.99,$,5.0,1.0,9.99,Children's book
780,Snowflake Bentley: A Caldecott Award Winner,7.99,$,4.8,1403.0,9.99,Children's book
781,This Book Is Perfect!: A Funny And Interactive Story For Kids (Finn the Frog Collection),15.29,$,4.5,2925.0,17.95,Children's book
782,I'm NOT just a Scribble…,11.16,$,4.8,3824.0,17.99,Children's book
783,"Whimsy Cute: A Kawaii Coloring Book with Adorable Woodland Animals & Cozy Whimsical Scenes: 30 Coloring Pages With Otter, Frog, Bear, Bunny, Hedgehog, Owl, Squirrel, Deer, and Snail (Sweet & Kitsch)",8.0,$,,,8.0,Children's book
784,"Middle School, The Worst Years of My Life (Middle School, 1)",6.99,$,4.6,5166.0,9.99,Children's book
785,Die Trying (Jack Reacher Book 2),7.99,$,4.4,53261.0,10.99,Children's book
786,A Rainbow of My Own,6.86,$,4.8,705.0,8.99,Children's book
787,Sulwe,12.3,$,4.9,8219.0,17.99,Children's book
788,"""More More More,"" Said the Baby Board Book: A Caldecott Honor Award Winner (Caldecott Collection)",7.37,$,4.6,711.0,9.99,Children's book
789,Creepy Crayon! (Jasper Rabbit's Creepy Tales!),11.21,$,4.9,2389.0,18.99,Children's book
790,The History of Juneteenth: A History Book for New Readers (The History of: A History Series for New Readers),6.61,$,4.8,757.0,7.99,Children's book
791,The Three Billy Goats Gruff (Paul Galdone Nursery Classic),7.81,$,4.8,1584.0,9.99,Children's book
792,The Tale of the Other Glove (On Being),17.95,$,4.7,56.0,17.95,Children's book
793,Quirli and the Wonders of Spring: 20 Magical Tales of Blooming Adventures and Little Miracles (Quirlis Adventure),7.99,$,,,7.99,Children's book
794,Everything Tesla: From How They Work to How Fast They Go and All the Fun In Between!,24.99,$,4.7,67.0,24.99,Children's book
795,"Saving like a Sloth: Sunny learns how to save, donate, & spend like a Sloth. (Sunny The Sloth Series)",9.99,$,4.4,25.0,9.99,Children's book
796,Unicorns Love Ice Cream (Mythical Feasts),13.94,$,4.6,182.0,15.49,Children's book
